2020-11-13 12:18:14,584 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2020-11-13 12:18:14,639 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2020-11-13 12:18:14,640 INFO  Logger.cs: 73 - Commit version 1.5.1-0-g916b5db
2020-11-13 12:18:14,641 INFO  Logger.cs: 74 - Build version 1.5.7152.31018
2020-11-13 12:18:14,668 INFO  SwAddin.cs: 250 - Adding Assembly export to file menu
2020-11-13 12:18:14,668 INFO  SwAddin.cs: 253 - Adding Part export to file menu
2020-11-13 12:18:14,728 INFO  SwAddin.cs: 218 - Connecting plugin to SolidWorks
2020-11-13 12:19:13,771 INFO  SwAddin.cs: 271 - Assembly export called for file Cheetah
2020-11-13 12:19:16,701 INFO  SwAddin.cs: 290 - Saving assembly
2020-11-13 12:19:19,910 INFO  SwAddin.cs: 293 - Opening property manager
2020-11-13 12:19:19,955 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Cheetah
2020-11-13 12:19:19,967 INFO  ExportHelperExtension.cs: 1142 - Found 60 in Cheetah
2020-11-13 12:19:19,968 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in Cheetah
2020-11-13 12:19:19,968 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2020-11-13 12:19:19,971 INFO  ExportHelperExtension.cs: 1167 - 13 components to check
2020-11-13 12:19:19,974 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from mini_abad-8
2020-11-13 12:19:19,975 INFO  ExportHelperExtension.cs: 1142 - Found 42 in mini_abad-8
2020-11-13 12:19:19,976 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in mini_abad-8
2020-11-13 12:19:19,977 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from mini_abad-7
2020-11-13 12:19:19,977 INFO  ExportHelperExtension.cs: 1142 - Found 42 in mini_abad-7
2020-11-13 12:19:19,979 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in mini_abad-7
2020-11-13 12:19:19,980 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from mini_abad-9
2020-11-13 12:19:19,980 INFO  ExportHelperExtension.cs: 1142 - Found 42 in mini_abad-9
2020-11-13 12:19:19,982 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in mini_abad-9
2020-11-13 12:19:19,982 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from mini_abad-2
2020-11-13 12:19:19,983 INFO  ExportHelperExtension.cs: 1142 - Found 42 in mini_abad-2
2020-11-13 12:19:19,984 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in mini_abad-2
2020-11-13 12:19:19,984 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from mini_lower_link-6
2020-11-13 12:19:19,985 INFO  ExportHelperExtension.cs: 1142 - Found 55 in mini_lower_link-6
2020-11-13 12:19:19,987 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in mini_lower_link-6
2020-11-13 12:19:19,988 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from mini_body-1
2020-11-13 12:19:19,989 INFO  ExportHelperExtension.cs: 1142 - Found 42 in mini_body-1
2020-11-13 12:19:19,990 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in mini_body-1
2020-11-13 12:19:19,990 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from mini_upper_link-1
2020-11-13 12:19:19,992 INFO  ExportHelperExtension.cs: 1142 - Found 211 in mini_upper_link-1
2020-11-13 12:19:19,993 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in mini_upper_link-1
2020-11-13 12:19:19,994 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from mini_upper_link-11
2020-11-13 12:19:20,587 INFO  ExportHelperExtension.cs: 1142 - Found 211 in mini_upper_link-11
2020-11-13 12:19:20,588 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in mini_upper_link-11
2020-11-13 12:19:20,589 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from mini_lower_link-7
2020-11-13 12:19:20,590 INFO  ExportHelperExtension.cs: 1142 - Found 55 in mini_lower_link-7
2020-11-13 12:19:20,590 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in mini_lower_link-7
2020-11-13 12:19:20,591 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from mini_lower_link-8
2020-11-13 12:19:20,591 INFO  ExportHelperExtension.cs: 1142 - Found 55 in mini_lower_link-8
2020-11-13 12:19:20,592 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in mini_lower_link-8
2020-11-13 12:19:20,592 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from mini_lower_link-1
2020-11-13 12:19:20,592 INFO  ExportHelperExtension.cs: 1142 - Found 55 in mini_lower_link-1
2020-11-13 12:19:20,593 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in mini_lower_link-1
2020-11-13 12:19:20,593 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from mini_upper_link-10
2020-11-13 12:19:20,594 INFO  ExportHelperExtension.cs: 1142 - Found 211 in mini_upper_link-10
2020-11-13 12:19:20,595 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in mini_upper_link-10
2020-11-13 12:19:20,596 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from mini_upper_link-9
2020-11-13 12:19:20,596 INFO  ExportHelperExtension.cs: 1142 - Found 211 in mini_upper_link-9
2020-11-13 12:19:20,597 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in mini_upper_link-9
2020-11-13 12:19:20,598 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from Cheetah
2020-11-13 12:19:20,598 INFO  ExportHelperExtension.cs: 1142 - Found 60 in Cheetah
2020-11-13 12:19:20,599 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in Cheetah
2020-11-13 12:19:20,599 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2020-11-13 12:19:20,600 INFO  ExportHelperExtension.cs: 1167 - 13 components to check
2020-11-13 12:19:20,600 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from mini_abad-8
2020-11-13 12:19:20,600 INFO  ExportHelperExtension.cs: 1142 - Found 42 in mini_abad-8
2020-11-13 12:19:20,601 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in mini_abad-8
2020-11-13 12:19:20,601 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from mini_abad-7
2020-11-13 12:19:20,602 INFO  ExportHelperExtension.cs: 1142 - Found 42 in mini_abad-7
2020-11-13 12:19:20,602 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in mini_abad-7
2020-11-13 12:19:20,602 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from mini_abad-9
2020-11-13 12:19:20,603 INFO  ExportHelperExtension.cs: 1142 - Found 42 in mini_abad-9
2020-11-13 12:19:20,603 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in mini_abad-9
2020-11-13 12:19:20,603 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from mini_abad-2
2020-11-13 12:19:20,604 INFO  ExportHelperExtension.cs: 1142 - Found 42 in mini_abad-2
2020-11-13 12:19:20,604 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in mini_abad-2
2020-11-13 12:19:20,605 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from mini_lower_link-6
2020-11-13 12:19:20,605 INFO  ExportHelperExtension.cs: 1142 - Found 55 in mini_lower_link-6
2020-11-13 12:19:20,606 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in mini_lower_link-6
2020-11-13 12:19:20,606 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from mini_body-1
2020-11-13 12:19:20,606 INFO  ExportHelperExtension.cs: 1142 - Found 42 in mini_body-1
2020-11-13 12:19:20,607 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in mini_body-1
